review_id,is_good_rating
VyZLyKIaAguxMRVqlFLE3Q,1
LP5EJnK51d_G5Yys0R35cQ,1
TN4LNx2xlK0DjL-AsqTRrw,1
1Vnh2d0mifAu8g_5enVS5g,1
5AKOEHEg3KutV7vXMDtYWA,1
QsnoFubNkCNOMPKdTr4H5w,1
Yisub9D3y2zEK_F43kAzoA,1
YYeEUQysoiQCzCgPZA4bOg,1
0OCh8GlYah1ONWEM-MDARg,1
7LHYej7VuHzka2YvKjASUA,1
l3O9iZYm5z2MwOIlVB9WIQ,1
8E-hwLPsqpIV0s9IWyVUZg,1
GHE_gDZpv_JmVFaGwQwPmA,1
3T1nYnP1SuMgt8AilG4UbA,1
5mRExsyqOOYySIiX8cN82g,1
YwfS506LrGL7N3vfwCuUAQ,1
0lwgy_JJ9h6Yi4_o5a4i5g,1
1ljC3D7Uacu-acUU1wv-kw,1
DWqoyMkfNE2BpTAxpm9AQQ,1
wMxBPZLh4tU6fEyw5MWKmQ,1
VQX_vwl1e1aK43YpEzdFXA,1
NUsuSdleawvHxG3gAN0e5g,1
BmoqgTShHNLbQn0SgiQPLQ,1
uScPkdykZep81NrkI3P6WQ,1
9aPWHNr88hiCzbQShaekRg,1
m732gPgJwELjQSXODo6qiA,1
nohC39cMURiN85Nadhvx2g,1
CVb_m-d5Gf-r_zeEICyIQw,1
oR-JZBFHq4oJNurt0x0p3w,1
gNiUkttO1GlnUN2AZxxybw,1
oPDgjn_U9fTFU5l7RCjJEg,1
F_t7c5_hPZUJ3njWrjx9mg,1
pMA1PlWQKSGIvdU63HxjuQ,1
tcRjNh-gB3a4Z8jWdAv52w,1
Gc7JRnj3eyML2EnxPs2AcQ,1
kjJbnOlf0sUaT3pCmSsXnA,1
8cpX8FFI4saPNaNNuwrfYQ,1
6FcXypIyHHi_SMA8XCEP0g,1
RzSL52lW5gNRni3l9ru4fg,1
FP4npTqDm6eBs5MwWm7YPA,1
D1LQWfoln-_EtpeKRxj_Hg,1
b2F86ly_7DGZEE39XNpQxw,1
2S2XVb7CmHogZ4Tl-qu72A,1
jR249VEpD7nAhWqF8raJzg,1
GSbAMNSRFdc12PLoWvUg1Q,1
hYxwAHdBUTGXl3zbi5isbg,1
eOoegzHJC2RYYxRKKjZaAA,1
asMrxXrTcrnUsWEA4kscYQ,1
ABu1s_F5BGYhRc4M-TJcJQ,1
qRcHoS21JNhQEDJQGUowVg,1
zzcUuztv4ZRVDVQHbyGxsw,1
hE7cpQY3a1L8oEDYdPQq6Q,1
CQQrp4heusGhmMBKWGC-Bw,1
4tlt-fVf9TBfBSFiu9mhQg,1
a7aPMxf4ROFA12qgL7Ks3g,1
Py0RBfzVV7N7MYrRixfmcw,1
LODABpSYMSNDqqCjEkTxRQ,1
UJHlrLCne7gatRluQl9G1w,1
ggnonxt_Kn7dwytXdOMQZQ,1
LvjuLwiYNcBTtMrSV7dfoA,1
hwDkenQVXGo0h2cLOqzoFQ,1
wGzMy4PkN653YrnwHOzVLg,1
uLkfnnOEx9hc8cRMwt9tEw,1
iE2mjmUs5sEFzNbf1nzz6Q,1
c15xWlS6zSDlrjz9l8vp2w,1
9enBF1_QBUr0xJ62mRNw7w,1
-X3rVM26MXVJaf812TNgTw,1
hCPYQWbhrgXga1D7RBZEWg,1
rlaDdpAIYBcRofdL-q-Qlg,1
R7A7xZJlj9dUMRIv0yEDWQ,1
l4pUqPDlTrz1mtC2k55WqA,1
Ahf9kpfsJNjmkEEETyWu9Q,1
6LKDDglompTDQ0qLa8NddA,1
Lms3SH32Gq1djRCzpUGeEQ,1
LEBgIYQVPzDYwdb6vN3ouA,1
lDXk9OYXDsqsFJM3d_ef1w,1
Ab16taMub0SOSCBS7qxeAQ,1
18hK10xtBf6JAUYCt72_Yg,1
LdyVQ3xVuugmVkzrzmFfJw,1
-VRlSSut03MQQQMiU5kYcA,1
FuYg8EeitRBw8F4qInu-mA,1
gmyac6gBEHywbexmVSLR3g,1
YizQTW2BBCQqJftx3Joh1A,1
FB66l9uuuDz7JbZO1VOt2A,1
c8F8iVDMQIAAnBhFj35qHQ,1
gtxTsDKgG3ogrGIKt6Yp5w,1
K9qn9yAZN8BdA-lsAOOPPA,1
EzvFjmODukDMFRL3jnq-TQ,1
W2W9EZ9V6xYkhcUdx3yRjw,1
1Vte47rrbB8p15pmSBsbSw,1
MQjZGZ-IUx2eZ3JUkKxDlw,1
179LMh4LIkIZpjLCMXkUAw,1
q7x57YqwqHjtoosc4dXnhQ,1
LmLHtc1Gf-MftGkYg6uDLg,1
Z-lFDlHJH-xWh2trpGQRLg,1
MJ521ERDSsDWGOAhbyluow,1
iXltMBxvZmmoP53UN2Prpw,1
Doikyrvq8Mi_g1EM9nI_HQ,1
uy00SL0dCswke8z-xCBuyQ,1
zh-kBQqMsmoP1Bvg2orNTA,1
VmdXLHAEB0MBOkaK0Quwvg,1
ars2QuujfFhbULpoCSCcKQ,1
dqC7YJBUUTri-LA3XgEKoA,1
6Wu0eIZA2usS1Gs6WAJYPg,1
WGZjHK6Msn6CaRHb0s4kZQ,1
AKhEdMyy_Pl5Q2rvcddbig,1
gBKC0s2cr1AQOmU7ayH3sQ,1
P7WuU7Tig2IzbbjJX_Bwgw,1
IVLKz-TkM9jsv3WZT_NLDA,1
Rc_jRj_Lb77V6rWGxYiqBQ,1
oCLu4XA_h6AI7y2ayOZiKA,1
UMrzbwk8F49UvuRNrzJq_w,1
e3IpOHk0T604Pvgf-D0Leg,1
EPG2g036NnKhKYUPxr8Ncw,1
wIfPiU-HEoytvRF48xhZyQ,1
-a72fGfINVv9LoG8HjsWjw,1
CfhfYwchoxa0khkCB0rC-A,1
6RmLrkfyirZ_cMOlUQcc-w,1
bl0A1ltn5tyldXkYFsBGVQ,1
Fp0hORdrcp3HuhDINXlHjA,1
nesVSCj9PB_B9upac7KWzg,1
xfDLHC40QPANfWs2ceclmQ,1
_wmaB-4f1BOktPX361V6QA,1
4BY2SXmJJOukt8wP7bniEg,1
4XYzpI7m_Q6KuGlMXHRi8g,1
97RfbJRfGlgneXqPSOrHvA,1
QDdd8fhcAxJYT_w3m18ttQ,1
KLpoCn1amDs1eggQNYdN1w,1
-ijU-hO4jqxxq4vaSyYLoA,1
pS39fVW34JWBynSq6SqGxg,1
qoKJsYRoHNxoje7HhQFWfA,1
8wVwB1H-X8FdFgumA2jo2g,1
a7EQAIh8fmtXiHXHkTXMlw,1
dpp6sb9ShDgkgTd64ZnMEA,1
Xbz1M9zmHYh6_G5L-E5q_w,1
lzMR0qy72LbC7UhHEfkKwQ,1
fZhU0lMGWnyE7IIdnx3MOg,1
dgHZZw7laPk5PSEI9S7LDA,1
hjBd7_otI4ZTQIxdlbWltg,1
x6iUawdyECs-H2zP3Sw66g,1
1frPzzJBqhJP7-MkoxaQYQ,1
2xc2Z-Rjq1YYHzGT2llyfA,1
tHPJqu5Nneppz8bRiA-YsQ,1
xPLZneu6FTmHGangK9DFNA,1
r0RKWCkKtVQl78Wuq8KsJQ,1
zqBX8t4N9VZQR7OAE7yG2g,1
vQyMqXwKqV0dp8GYOHB6yw,1
EWJ16pkMfpaN78oBOsUBWg,1
snpY4YgDWnDsS04xjiPLTQ,1
-pxA2mRIfqqpKOQDpPmVCw,1
5_6-APIlSuioSv2YgwlE9Q,1
wBItyCRYxualJphLgz-rsA,1
XkQk64uUzEnBKCwS8drRNQ,1
1ilriRrvLOwU-QfyxDw7lw,1
WVQkDanQv4wnC3C2cqWpIw,1
uao7OGrb8R2mGqYF3P1iJg,1
rIKIInP-mnjz_PLBNB7bBQ,1
d1GtLdxl4K446aMXHnQCrw,1
b3rKC3D8xLcEu2s8KcI-Hg,1
QotCt2_oGem50eWNRPje1A,1
yr133w04XIGMl5yHZ0zALg,1
o17tUCZXvFMdPAGAFqFg8Q,1
KghQVlBCibmKPmURAQFuRQ,1
hS2ybMnjct8ZrQdULMUJBg,1
9wL_Lq9OWPTf2cTMh3pRnA,1
KfrMyW8eBJExT7Bth1Hwxw,1
TXfFYE_IlNQAzR7Uy2CD-A,1
ra3oxfFfZpPKpzTRhlKAxA,1
yX9UR0J69_srpXZS2MN1gQ,1
CE2vnoaTsacVcDYGY1jpFQ,1
SktuS5iM1hfJKEuFVKeCSQ,1
5dkjFrezuhzsdMd1IMVNNQ,1
c1XkGOMNxtACRCETxQTeBA,1
nTRrXP-y2K1NOAbrZAkYkw,1
_hKnBYL5P_EsmngXcweF8A,1
JN6-X6qPvbQGu81hboSclw,1
XFGyOPmFZrad3ZigA92j9A,1
TwulTs-Hds2uFq-DXSwsDQ,1
pSZto0IaBNR99zlE7_MzAw,1
hDf1MmPXKlkJ2_LDsBEZvw,1
zNPudzHfd_cvH3Cj5EikWg,1
rxklH893wc2tCXJL3_06bg,1
pcwh5AFioKGcT8W07_W_Sw,1
sNvQm8jsfayxJ3s7fQ9eTg,1
LVX-nlPgtXCqxLxAx8rM1Q,1
CnYIlZTlRqroaQG5Q30VcA,1
ijnVljd9Wyq2CIKamAGcWQ,1
6icn1R8O6rwMefsNzl1OYg,1
cgxsewfcYF_zFRAMEnf76Q,1
KlsU8o5KqGF6J2KgFB9lgA,1
M95EV810OwAZ8SpPBFtYfA,1
b4OcvffLUJ8xp-sxwkaEcQ,1
hlbyFTmv33fn6lTxNI9djA,1
w7OPt2_KPwh-I1YRnHQloA,1
H_VdEr_72X7ep6cBwQ4ZxA,1
o3KHXaCboJ-K2ygWNtbfFg,1
VLMWy5f3F8B7RinybSk0uQ,1
iwo0RcD5AzU9Q-4B3Itomg,1
WeBQb7AE6n1S9KgBNgO3CA,1
sf02IFyqur65Clkxy27jGQ,1
0U0lIFRc-VaApoTssAVygw,1
qKK4BHwvCnFur3qkWYpWhw,1
BA1di7j_z4U6BNQ34JO__A,1
7afCPSETcj8La6bYhDfQiQ,1
cs7iT_EYODfny0tSFB_wdw,1
3whCPPfKy5AvOvEN_xGLdQ,1
RZC9pYwRAJ3Vg2L1wgZNtQ,1
LNkVIO-yLMyF11O5xpZYrA,1
WmLW7-k_cKzvlRaAZSu_jA,1
u3IKOnO0uXeZECS_XASxrA,1
NSxcfSTCLIKfuXgOI-cXaw,1
lZk_BFse7EeC6xwXbf4iNw,1
vjfQ-o0NdD0AquebnNBV2A,1
eYLlohsx1WDZmKihS0GJzQ,1
I9ARsRwOfRhUE51ki2yVUQ,1
umLaR9NTyc2Rm7SoOn-Hmw,1
JN_egqsInLApyOmbl-1N1g,1
hhILS-f0YaheBVX4csGXVg,1
v2G2pEMl2ZDibn6MjVT1pg,1
sVfhAZCLgQS82kNxwl_cqw,1
q4nbwyEJhbn8vxEFGKXX6A,1
KM20-Ls3z-4mNA75ZJ2WkQ,1
r4TvwBcm9Ie30_CdB_q7hA,1
qb-WP2qymW51MEGGFbNhxQ,1
zeuFUQ7lfM9lcJ_P5d5z-A,1
yOX8FPDn_DgV_ogPuwwOJg,1
Rf17icatYqD1DuYG0jMeHg,1
3HMUPl0Wi3k45i9DwUdycQ,1
SdLgtSoLk5zrA7azca09BA,1
s_2tZizPdTGkV_0PPtJ7sw,1
7WgkF_VG8vvWLjdXnRzWkw,1
6tPIyYwFYh0CUopalfCcHA,1
SjjcrfxEYtuATRce6qsYXw,1
4WggiIg5ruahBcDVb6nCAg,1
q-vNiRhLCj_YWSy1ryR49w,1
jHn-mRJAypg11tzq0B6-bA,1
Afba4jsDuJQl__YBOEF1KQ,1
OOMMjlnP6NF8o72qbSMJpg,1
Ia1pyErt6Ds6IyziIo0-hw,1
UerwIthKh5gOa1heMI9ZMA,1
9bFGwvpPGQviWDrOITNBHw,1
88U4jhdtt9d_0XpX0-FQlw,1
xV6Vq7-Yk4604Lu78MbSXQ,1
Xkx4ctf2yoZ9aZDasjcXow,1
eJcGqCV0tCC2Oh9hndjR-A,1
LQVUd_jVznAtmBpJXjjRiw,1
M1yDqkqRNGQ1K6o3lzewIQ,1
AENxWRpimMIe5OsEEdaiVw,1
z-nvFYVSr6rQYzYhMPMGBw,1
ystYFRCDmcLYGRG2st_axw,1
-4d75yLX4InOTpukwxLxIg,1
_JcwOym7QFV98kyk8k3NqQ,1
A2ewVMVEHh4bkG36Lvphbg,1
2jetgU237HV2_rAdXlMDhQ,1
xrSga2B3IU-Evf2yXpUXxg,1
RGqxHca6GoXF7J_A_V_Zdw,1
33DaOAxCZdUd3OUhHq38TA,1
kmcTdPsGNVFqcf-ECoLG2w,1
toOJNFllBQfIbuy42CkUgw,1
odLG72xUfd2VINu5tyTwQg,1
tWOWPeQPnZms5VRNguE9Nw,1
LrDeVaHhx2XYB5a2lGtjHg,1
IsO4JP1I27aSyrN-oKTeQg,1
Vvz8JvnJWEMI77g1zJBawA,1
99nSl4i9mI6G9C35jo5qIQ,1
uhY6HocXOkK2wsimiZiivQ,1
XfTFYyGnE_XjmUhwAsyvGQ,1
bowrtscz9ZYazZuaiWocyg,1
pKlUirEQzh7AJ0ZPTaB1cg,1
i1_7_1D_iLg-32rYO7fDuw,1
i9dWXhgBjnqFrlGoTnF-GQ,1
slrY9mHM1zWIErCN-1Du3Q,1
JNPTa9cFPaDpVBq01tqxNQ,1
rJudmBf3Tr2Y4lQQUcfAYQ,1
PJJ7HAAy24dzfFLHZK8wdg,1
Qws3tgXilM3J-mnCQ0jjEw,1
Mu1WnvkUSCTER1O8Xg5Sqg,1
1gJtMCh9F34WEk-axQl6oA,1
smqHmEvOoVRaKm5LTLumIw,1
NcExOr3BFUcISz_ScqdnMQ,1
4lMq2KRaHT4OtOj6Z2PUXA,1
OrqHb9-bZRgF8TBlJDi73w,1
6EcfC5Pw9xVQxSYkg4Vxwg,1
A4Dt0tMbYHgljD62qMFl5A,1
Gachn4UQETjeIaTrwdm3sA,1
1emR6W_HMk8lDq_JCqvk8w,1
Cfbw6NaM6HeU_F27wUay8g,1
urEgQpjfeuJOEcJsI2rz-Q,1
npjoO1kNEinDko_ffaSyug,1
ez_H54IHXL0GFG6BHJj-TQ,1
2x5q2pfW1V9slklqtNpLlg,1
sSo6pqBc7M75DqPQ4Uw0MA,1
NRqHW2Rf9klYS7Q7JxmaMA,1
1fAu_4cyFrHNMyOaTqr2JQ,1
9OHLIG2ZLTRZYpzOyQrsgQ,1
uQjK-3iPf34nIvhZtz_REA,1
Vu-IiQDstDwxJA7z4e-9Bw,1
_pBEQcm-UoAxYNWVb_vttg,1
pJwAWwCXMyQUiDq8oUKaLA,1
rjqxsO5p-VEk6b3dTZ2yfg,1
cFvna6YHamfH3xWaoWkTqQ,1
A3WX9OqOoTKU6qScu0wflA,1
gp3sX5KU_sjowWKkif6Aow,1
Q1SVBRhTkbtswVxDXK-amg,1
E7LsOq-R6syJgDzPAdbwVQ,1
bBsUOH_HG0USWb73IOsadA,1
u3QXfh9fxbQuJvV9uDr1eQ,1
pARQ4_YLVLc-EuiOr_r9xw,1
yEfzFxdiVaU0tHGorR9k5g,1
7DYGkttuHGwulLf-YGwLGg,1
xrZFXEfSTepf2ZaTmZX73Q,1
BiIXijIEZRBMBk_Q0hj6Qg,1
k1iWZaCUYx_PjTa9Df2x0A,1
hGTaooMEcmDnh82CdwNfYQ,1
H8UvLkD1kto3ZR8g-0h5aA,1
1NBy7SOyAMsfjjKhM9n_EA,1
AuwM9K9QfYFV-KvJiaIWAA,1
EVESLqXX4iLu2JzGoz4v-A,1
XTficjoqI09r5xYQ9I9igg,1
wl-kK85Wtc2RshOXkrDpyw,1
7yXAF_3HyaFuGL9rhdbZlw,1
HkX0Nb3CjKkvXTPqaQ_31g,1
6zrhfvFVRyrCBEu19SObwA,1
3VPGGEcfm2Xu6Ewxav-1Cw,1
VQSGZHN2RD2SqxPdDIteuw,1
RoxtlFsNnWwYH8-Wt9R6lQ,1
h4BoUPkXs5H_Ciukn2k85Q,1
1H8iAQYJT-oj8QfWo5cD0A,1
k7W3gdWWHf7Hvx9hMGIWSA,1
GjZCj47y_6Xw3AUEFw0Yyg,1
fzV-MKKsahharGdOj8vkSA,1
-zlR7iJTLv96rauLmVDeSA,1
Dbs5ibRWORUB5D25va5jmQ,1
cUjIHSCnIoDKn_qzi-D0Jw,1
0GHxL2ZFiAAQLajWp18N2Q,1
Wfr6N5Sq98zvaPenS7Kp0A,1
rQIkYAiDCmwC9srO6C7OiA,1
S3K_MW6WlysgOBhCk8P_Cg,1
I8sRDdUqpv3_yIofXiuTpg,1
2gyvtyY_J3xt20ZhacMK7Q,1
DKlduVeS1pA6S8k1O7hmVw,1
6vZoZ3P5BkwEJgq_ivFfeA,1
cbT8vqirxke1XUQ4z55gJg,1
_9w-K9Me6QltZE5kn6mQfQ,1
iPpHgC5KTCQbVtUbqp6I9A,1
_7PwdL1Rqks-bW0-g-YX_Q,1
rOL0MxnlWwRC7vtdhyTykg,1
UurnGv00C7xjvZcq72-Dug,1
hhJak7xuTVATz_KesqFDMQ,1
zHEaK6RKhU-7eq1UGghpjA,1
yeLcUnQFMYwvAobsAYjtRA,1
ZjH7E40ejzHzC_QvXMZbqA,1
ZoqSe1xC5_6LRBI6yaiPRw,1
h5XSF0gJy36R8toIX9xBkw,1
0uEPp2cLoZKtRuwijG0Dmg,1
9vtwck-gkt5DnqZAwXNpTQ,1
9dDwpE5c-VMbp6Y8CZJDrg,1
_V5a_DPgAkukIx3BzdOvrw,1
0AzKbMfyhe7OhEiobULHmg,1
aQb3Kqlm5nfPwSKSIqyqVg,1
pk_ydPMegiN5nJNse3Lezg,1
J8XJixx8bRJHHwKtncqHvg,1
TXNQBA8yrPcMx6gRk2kdvQ,1
sHc3ZHrX1E1LTdgipJiHQA,1
jEZl3V6bv4ZZHoLuF1G9RQ,1
5w0QReT4VvaRrLeZdjqvbQ,1
u1bzk01sF6x_f8dgE2qsag,1
W7ClSB3qUXx31eDl7wZyew,1
F0w5cOd64vLdxML6rPv2mg,1
hHKNDz0Z7SKXpWukIMCHTQ,1
ttYgo_f7nv8fa1WAbhTmnA,1
BTIw1g4pMmeylQdyutlD8Q,1
Nxo9R-duMbQ0PLPzyp8n_g,1
ouFjeUdzDmedpak3fVuMEw,1
MPHd-o_N4QPBVoP8N--Clg,1
wRGFbIMPx0dJzFEKwIm58A,1
wS3uYDUhzf9PAqekC0gnYA,1
nR_kYpL0PoI8mydtrkO-jQ,1
RIN2KeSOWy88CGbfQj0USg,1
Xguq66k14oakKj9NXgEzuQ,1
wzJV7LlSO-c6dVvnJOb8PA,1
TyRVOTaBxg2WoGQv0b6vwA,1
rVF56Yo5A5T1wW4Bw64sug,1
t2zQ2ei5SeQ68UAkNpNN1Q,1
mtGz_EfRwXSDbNG9D4_a6g,1
dBRvOUdwqQmcB3AAdak8GQ,1
Nm2JkuwTWjtsOUa_u0pozw,1
6aZk3Wz3Ty6fE2JAQrPpYw,1
s6xJ9AnJk2Es9-X1hU6h8Q,1
A71uXihsZ-LP1i4A3qJXCw,1
3XxCZ0J33EIPQ_Yud0gJrA,1
wuhK5LxtSEpq5yV4fb84zw,1
eQtoZy6QnO2CzhsqRHk_JQ,1
-5g24gY_wndkvc1NhPp-pg,1
NLCfivTgw020ccOuQb-kDQ,1
_2OToXvgteXFfzpJADiuxg,1
xM0M58msQDt1u020L8n0fA,1
8v7M7w_ucecu-bpo1LnJig,1
TbLryzv_PQDUr9ktYdr88Q,1
XAC7gln6W_dvjqRXHAFU4w,1
ycIvcd8FBDt-mnh7WQ9EMA,1
92jNHi24OdM8-NHZxqzjcQ,1
mBEQa0fIL_81ae1owIrF3Q,1
efYf79GYEcvo0adMJHo-mw,1
zO9lDId4Sg0wjDPmLMIvKQ,1
VPrE3Wfd9nzMuTYxZgO46w,1
fpJDidJlFPdudLupNHyB1w,1
DNZLLahwlhgp3QSK_nJvOQ,1
k8OjoWqaKyaehGQRKjhnYQ,1
xHSQBS1pEEqwY9-lvSDykg,1
1g4mjKXRiXo27uPIQchpdA,1
eGTU69EmiQDGYiJIwgHW0g,1
Zts1nyPrXtEnBKttZrWNkQ,1
7HtMUN6yPbtmw8b7Ng4uDg,1
zo84NPvoDgm1W9poSCjPQQ,1
oQ3_nHBy5FMNzuMXGE8lEg,1
Je2EnDWvP-dx0xo2fMFXuw,1
T32oE9iSwO8lhNIfKZLyoQ,1
yMkDePEKYTa4-E2oyQgg6Q,1
RrObvxp8-CJnVewmi4l1wQ,1
q93MPlGywKOZfQWg06A3Tw,1
2VhLnvinkeLAwxZu_JP1rg,1
-Ha29chXAZXRT1k7e387hA,1
QgvHclmizm4BMxgiP10k-A,1
VOVuMn09wtS5K1rUAd7ZsQ,1
vkmV-UND7NFouN8SgzDdHA,1
T_zi96v4WRzgCVYo7pYSFw,1
HJcIBBCLNpEVKpwu-YCQjw,1
S9jHot6i_lLsnKIguZ0TKA,1
wPhBN4onlFUpoS5V6Rx9KQ,1
QgFjFkVk9FvAJRAclONHTg,1
x_7CqebKCBZ9lq91vokt0A,1
XVAeI_8okvP8QKGbA5rSyQ,1
Jip16zPRhRIB3AAqIMoVaQ,1
SLTGcaxEif4_zm_zx5czVg,1
29QADPbH8v2rx0wtUdyGnQ,1
YQwAtYVcD6eSoU1Sb9V0WQ,1
qolgDOCvsIrDcSwxFDTgqA,1
_2xTGMp5Gf_bS1Qj9W7t2g,1
FvM0bqDt5kxvNlHSEmCQjQ,1
BweRgai1zrGz1T1KqogUdA,1
bvrv64GJ9FeFCdOg20yriQ,1
uO1VdThgOxMD8-SmgT72kA,1
4USGsWuCNTImUcUQAelkgA,1
ULHavgt6hLRs8XHLxOVLwQ,1
VeQDFcxwS6udZg6sxP5bsw,1
IYbtTx8ZOHWBXqsuhHgC8Q,1
OR6ZWJjsQ-Bc_cwXIna_EQ,1
g28R1lfpiB9oQnd4oqnr_g,1
